evtm,evla,evlo,evdp,mag,id_cmt,id_ctm,id_dmt,id_fmt_ctm,id_fmt_htm
2008-07-13T14:58:36.900000Z,21.04,121.05,14.9,6.19,C200807131458A,20080713T145836M619Z015,20080713_145836.a,20080713145836,20080713145832
2008-07-14T04:44:54.100000Z,1.83,96.28,28.9,5.59,C200807140444A,20080714T044454M559Z029,20080714_044454.a,20080714044454,20080714044454
2008-07-15T03:26:39.800000Z,35.67,27.69,42.2,6.39,C200807150326A,20080715T032639M639Z042,20080715_032639.a,20080715032639,20080715032634
2008-07-15T05:07:18.700000Z,-47.56,-11.93,18.0,5.72,C200807150507A,20080715T050718M572Z018,20080715_050718.a,20080715050718,20080715050711
2008-07-16T08:11:10.600000Z,-16.67,-172.72,21.8,5.66,C200807160811A,20080716T081110M566Z022,20080716_081110.a,20080716081110,20080716081104
2008-07-16T17:09:23.100000Z,-30.93,-178.24,107.5,5.51,C200807161709A,20080716T170923M551Z108,20080716_170923.a,20080716170923,20080716170919
2008-07-17T22:51:57.000000Z,44.09,-129.56,14.1,5.68,C200807172251A,20080717T225157M568Z014,20080717_225157.a,20080717225157,20080717225155
2008-07-19T02:39:34.800000Z,37.47,142.42,21.8,6.91,C200807190239A,20080719T023934M691Z022,20080719_023934.a,20080719023934,20080719023928
2008-07-19T09:27:07.600000Z,-11.12,164.47,13.5,6.57,C200807190927A,20080719T092707M657Z014,20080719_092707.a,20080719092707,20080719092701
2008-07-19T11:01:23.700000Z,-11.18,164.45,12.0,6.18,C200807191101A,20080719T110123M618Z012,20080719_110123.a,20080719110123,20080719110117
2008-07-19T22:39:56.800000Z,-17.22,-177.05,395.3,6.41,C200807192239A,20080719T223956M641Z395,20080719_223956.a,20080719223956,20080719223952
2008-07-20T21:13:39.800000Z,-3.8,150.98,12.0,5.52,C200807202113A,20080720T211339M552Z012,20080720_211339.a,20080720211339,20080720211336
2008-07-20T21:30:31.800000Z,27.81,139.6,485.6,5.83,C200807202130A,20080720T213031M583Z486,20080720_213031.a,20080720213031,20080720213029
2008-07-21T11:30:34.100000Z,37.16,142.3,29.6,5.91,C200807211130A,20080721T113034M591Z030,20080721_113034.a,20080721113034,20080721113029
2008-07-23T15:26:24.100000Z,39.73,141.51,98.8,6.79,C200807231526A,20080723T152624M679Z099,20080723_152624.a,20080723152624,20080723152620
2008-07-24T01:43:22.700000Z,50.71,158.15,42.0,6.21,C200807240143A,20080724T014322M621Z042,20080724_014322.a,20080724014322,20080724014316
2008-07-24T07:09:31.800000Z,32.82,105.55,13.4,5.57,C200807240709A,20080724T070931M557Z013,20080724_070931.a,20080724070931,20080724070930
2008-07-25T00:29:26.600000Z,51.12,178.95,22.3,5.86,C200807250029A,20080725T002926M586Z022,20080725_002926.a,20080725002926,20080725002923
2008-07-27T21:15:47.700000Z,-0.01,-18.16,23.1,5.87,C200807272115A,20080727T211547M587Z023,20080727_211547.a,20080727211547,20080727211541
2008-07-28T21:37:36.200000Z,-10.5,163.37,18.2,5.9,C200807282137A,20080728T213736M590Z018,20080728_213736.a,20080728213736,20080728213732
2008-07-28T21:40:49.200000Z,-10.5,163.43,17.1,5.96,C200807282140A,20080728T214049M596Z017,20080728_214049.a,20080728214049,20080728214047
2008-07-29T20:56:28.600000Z,-54.76,-118.95,14.9,5.71,C200807292056A,20080729T205628M571Z015,20080729_205628.a,20080729205628,20080729205622
2008-07-30T20:15:16.700000Z,-60.04,-27.46,145.1,5.54,C200807302015A,20080730T201516M554Z145,20080730_201516.a,20080730201516,20080730201511
2008-08-01T08:32:47.800000Z,32.04,104.72,21.0,5.68,C200808010832A,20080801T083247M568Z021,20080801_083247.a,20080801083247,20080801083243
2008-08-01T10:35:24.800000Z,13.56,120.77,135.5,5.56,C200808011035A,20080801T103524M556Z136,20080801_103524.a,20080801103524,20080801103524
2008-08-04T04:42:18.300000Z,49.77,156.7,89.9,5.73,C200808040442A,20080804T044218M573Z090,20080804_044218.a,20080804044218,20080804044214
2008-08-04T20:45:19.700000Z,-5.93,130.47,173.9,6.25,C200808042045A,20080804T204519M625Z174,20080804_204519.a,20080804204519,20080804204514
2008-08-05T09:49:20.400000Z,32.69,105.57,12.0,5.96,C200808050949A,20080805T094920M596Z012,20080805_094920.a,20080805094920,20080805094917
2008-08-06T22:41:06.500000Z,-8.14,117.73,27.0,5.93,C200808062241A,20080806T224106M593Z027,20080806_224106.a,20080806224106,20080806224103
2008-08-07T18:30:08.900000Z,52.22,-175.63,12.0,5.84,C200808071830A,20080807T183008M584Z012,20080807_183008.a,20080807183008,20080807183003
2008-08-07T22:58:37.300000Z,-9.12,-109.72,19.1,5.57,C200808072258A,20080807T225837M557Z019,20080807_225837.a,20080807225837,20080807225833
2008-08-08T06:37:43.400000Z,-4.29,100.75,16.0,5.8,C200808080637A,20080808T063743M580Z016,20080808_063743.a,20080808063743,20080808063741
2008-08-09T06:02:03.800000Z,-60.54,153.38,16.2,6.42,C200808090602A,20080809T060203M642Z016,20080809_060203.a,20080809060203,20080809060148
2008-08-09T16:36:46.800000Z,-60.83,153.59,12.0,6.31,C200808091636A,20080809T163646M631Z012,20080809_163646.a,20080809163646,20080809163638
2008-08-10T08:20:37.400000Z,10.96,91.83,15.8,6.15,C200808100820A,20080810T082037M615Z016,20080810_082037.a,20080810082037,20080810082031
2008-08-10T12:21:19.100000Z,11.12,91.84,12.0,5.68,C200808101221A,20080810T122119M568Z012,20080810_122119.a,20080810122119,20080810122111
2008-08-11T23:38:44.200000Z,-0.75,-21.75,24.3,6.01,C200808112338A,20080811T233844M601Z024,20080811_233844.a,20080811233844,20080811233838
2008-08-12T05:26:01.700000Z,-11.49,165.99,47.1,5.8,C200808120526A,20080812T052601M580Z047,20080812_052601.a,20080812052601,20080812052557
2008-08-13T01:32:51.000000Z,-13.52,-111.31,16.4,5.72,C200808130132A,20080813T013251M572Z016,20080813_013251.a,20080813013251,20080813013245
2008-08-13T18:30:59.300000Z,83.48,114.73,12.0,5.69,C200808131830A,20080813T183059M569Z012,20080813_183059.a,20080813183059,20080813183057
2008-08-14T22:55:52.900000Z,7.26,-82.79,21.6,5.53,C200808142255A,20080814T225552M553Z022,20080814_225552.a,20080814225552,20080814225547
2008-08-15T10:25:19.000000Z,13.07,124.37,14.9,5.99,C200808151025A,20080815T102519M599Z015,20080815_102519.a,20080815102519,20080815102516
2008-08-16T04:01:11.700000Z,52.16,98.31,28.2,5.71,C200808160401A,20080816T040111M571Z028,20080816_040111.a,20080816040111,20080816040108
2008-08-17T15:39:12.700000Z,-52.92,-4.1,14.9,5.61,C200808171539A,20080817T153912M561Z015,20080817_153912.a,20080817153912,20080817153908
2008-08-19T10:58:06.500000Z,-28.65,-112.79,12.8,5.67,C200808191058A,20080819T105806M567Z013,20080819_105806.a,20080819105806,20080819105800
2008-08-19T13:37:34.500000Z,-14.83,-173.17,13.4,5.59,C200808191337A,20080819T133734M559Z013,20080819_133734.a,20080819133734,20080819133728
2008-08-19T16:30:20.600000Z,-14.85,-173.23,12.0,5.98,C200808191630A,20080819T163020M598Z012,20080819_163020.a,20080819163020,20080819163013
2008-08-21T12:24:35.700000Z,24.92,97.99,18.2,6.01,C200808211224A,20080821T122435M601Z018,20080821_122435.a,20080821122435,20080821122429
2008-08-22T07:47:44.200000Z,-17.71,65.42,16.1,6.01,C200808220747A,20080822T074744M601Z016,20080822_074744.a,20080822074744,20080822074739
2008-08-25T02:43:08.300000Z,10.3,125.27,12.0,5.84,C200808250243A,20080825T024308M584Z012,20080825_024308.a,20080825024308,20080825024306
2008-08-25T13:22:08.500000Z,30.61,83.51,17.3,6.7,C200808251322A,20080825T132208M670Z017,20080825_132208.a,20080825132208,20080825132158
2008-08-26T03:07:34.700000Z,-6.57,104.49,37.9,5.68,C200808260307A,20080826T030734M568Z038,20080826_030734.a,20080826030734,20080826030729
2008-08-26T21:00:40.200000Z,-7.76,-74.49,158.2,6.38,C200808262100A,20080826T210040M638Z158,20080826_210040.a,20080826210040,20080826210036
2008-08-27T01:35:38.600000Z,51.76,104.02,23.5,6.29,C200808270135A,20080827T013538M629Z024,20080827_013538.a,20080827013538,20080827013532
2008-08-27T06:46:23.300000Z,-10.57,41.42,29.1,5.75,C200808270646A,20080827T064623M575Z029,20080827_064623.a,20080827064623,20080827064619
2008-08-27T21:52:43.400000Z,32.23,47.36,12.5,5.78,C200808272152A,20080827T215243M578Z012,20080827_215243.a,20080827215243,20080827215238
2008-08-28T12:37:35.400000Z,49.77,-130.14,12.0,5.89,C200808281237A,20080828T123735M589Z012,20080828_123735.a,20080828123735,20080828123734
2008-08-28T15:22:30.500000Z,0.18,-17.37,21.3,6.28,C200808281522A,20080828T152230M628Z021,20080828_152230.a,20080828152230,20080828152223
2008-08-30T06:54:14.200000Z,-6.33,147.49,88.2,6.4,C200808300654A,20080830T065414M640Z088,20080830_065414.a,20080830065414,20080830065407
2008-08-30T08:30:57.500000Z,26.19,102.04,24.1,5.96,C200808300830A,20080830T083057M596Z024,20080830_083057.a,20080830083057,20080830083054
2008-08-31T01:15:26.600000Z,-61.18,-68.37,12.5,5.54,C200808310115A,20080831T011526M554Z012,20080831_011526.a,20080831011526,20080831011525
2008-08-31T08:31:14.200000Z,26.16,102.01,24.6,5.55,C200808310831A,20080831T083114M555Z025,20080831_083114.a,20080831083114,20080831083110
2008-09-01T04:00:40.800000Z,-25.51,-177.25,172.3,5.99,C200809010400A,20080901T040040M599Z172,20080901_040040.a,20080901040040,20080901040039
2008-09-01T07:06:21.400000Z,-15.19,-176.12,12.0,5.73,C200809010706A,20080901T070621M573Z012,20080901_070621.a,20080901070621,20080901070616
2008-09-01T17:19:12.300000Z,4.59,126.17,113.9,5.56,C200809011719A,20080901T171912M556Z114,20080901_171912.a,20080901171912,20080901171911
2008-09-03T11:25:17.600000Z,-26.85,-63.3,571.3,6.28,C200809031125A,20080903T112517M628Z571,20080903_112517.a,20080903112517,20080903112514
2008-09-04T09:37:05.500000Z,-12.17,167.04,261.4,5.65,C200809040937A,20080904T093705M565Z261,20080904_093705.a,20080904093705,20080904093704
2008-09-04T16:09:54.600000Z,-31.71,-177.19,12.0,5.82,C200809041609A,20080904T160954M582Z012,20080904_160954.a,20080904160954,20080904160951
2008-09-05T12:35:46.200000Z,-13.24,166.83,155.3,5.56,C200809051235A,20080905T123546M556Z155,20080905_123546.a,20080905123546,20080905123543
2008-09-05T19:07:42.400000Z,-0.88,-13.79,12.0,5.77,C200809051907A,20080905T190742M577Z012,20080905_190742.a,20080905190742,20080905190738
2008-09-06T05:47:41.100000Z,36.49,70.78,183.0,5.83,C200809060547A,20080906T054741M583Z183,20080906_054741.a,20080906054741,20080906054739
2008-09-08T03:03:20.900000Z,-19.97,168.81,47.5,6.18,C200809080303A,20080908T030320M618Z048,20080908_030320.a,20080908030320,20080908030315
2008-09-08T18:52:14.400000Z,-13.37,166.75,125.0,6.92,C200809081852A,20080908T185214M692Z125,20080908_185214.a,20080908185214,20080908185207
2008-09-09T12:22:53.000000Z,-9.42,158.36,18.5,5.94,C200809091222A,20080909T122253M594Z018,20080909_122253.a,20080909122253,20080909122249
2008-09-09T23:18:29.500000Z,-11.78,166.35,107.5,5.63,C200809092318A,20080909T231829M563Z108,20080909_231829.a,20080909231829,20080909231826
2008-09-10T11:00:38.400000Z,26.65,55.72,12.0,6.09,C200809101100A,20080910T110038M609Z012,20080910_110038.a,20080910110038,20080910110034
2008-09-10T13:08:21.600000Z,8.18,-38.54,15.3,6.61,C200809101308A,20080910T130821M661Z015,20080910_130821.a,20080910130821,20080910130814
2008-09-10T16:12:11.600000Z,-20.41,-69.56,36.1,5.75,C200809101612A,20080910T161211M575Z036,20080910_161211.a,20080910161211,20080910161204
2008-09-11T00:00:06.800000Z,1.91,127.34,119.6,6.58,C200809110000A,20080911T000006M658Z120,20080911_000006.a,20080911000006,20080911000002
2008-09-11T00:20:56.100000Z,41.79,144.11,20.0,6.77,C200809110020A,20080911T002056M677Z020,20080911_002056.a,20080911002056,20080911002050
2008-09-12T16:44:34.900000Z,-21.73,170.24,114.8,5.83,C200809121644A,20080912T164434M583Z115,20080912_164434.a,20080912164434,20080912164430
2008-09-12T23:07:56.100000Z,56.27,164.31,15.0,5.89,C200809122307A,20080912T230756M589Z015,20080912_230756.a,20080912230756,20080912230750
2008-09-13T00:04:07.000000Z,-3.67,128.95,108.8,5.61,C200809130004A,20080913T000407M561Z109,20080913_000407.a,20080913000407,20080913000404
2008-09-13T09:32:06.100000Z,4.94,-75.48,139.8,5.7,C200809130932A,20080913T093206M570Z140,20080913_093206.a,20080913093206,20080913093201
2008-09-14T00:00:12.400000Z,-9.24,127.18,23.1,5.65,C200809140000A,20080914T000012M565Z023,20080914_000012.a,20080914000012,20080914000008
2008-09-16T07:28:30.900000Z,0.95,-28.8,20.8,5.78,C200809160728A,20080916T072830M578Z021,20080916_072830.a,20080916072830,20080916072825
2008-09-16T11:15:42.200000Z,-9.07,127.05,17.6,5.71,C200809161115A,20080916T111542M571Z018,20080916_111542.a,20080916111542,20080916111541
2008-09-18T01:41:06.900000Z,-4.53,-105.98,16.0,6.01,C200809180141A,20080918T014106M601Z016,20080918_014106.a,20080918014106,20080918014102
2008-09-18T11:58:53.000000Z,51.78,158.86,58.5,5.85,C200809181158A,20080918T115853M585Z058,20080918_115853.a,20080918115853,20080918115850
2008-09-19T22:49:04.600000Z,-11.23,164.48,12.0,5.53,C200809192249A,20080919T224904M553Z012,20080919_224904.a,20080919224904,20080919224904
2008-09-22T07:32:01.700000Z,41.46,140.5,152.5,5.65,C200809220731A,20080922T073201M565Z152,20080922_073201.a,20080922073201,20080922073159
2008-09-24T02:33:10.400000Z,17.69,-105.6,16.9,6.39,C200809240233A,20080924T023310M639Z017,20080924_023310.a,20080924023310,20080924023305
2008-09-25T01:47:17.900000Z,30.66,83.69,21.2,5.96,C200809250147A,20080925T014717M596Z021,20080925_014717.a,20080925014717,20080925014712
2008-09-26T18:46:21.300000Z,2.99,65.41,12.0,5.65,C200809261846A,20080926T184621M565Z012,20080926_184621.a,20080926184621,20080926184618
2008-09-27T03:04:56.700000Z,13.5,120.4,16.6,5.72,C200809270305A,20080927T030456M572Z017,20080927_030456.a,20080927030456,20080927030451
2008-09-27T03:09:09.600000Z,13.56,120.46,12.0,5.9,C200809270309A,20080927T030909M590Z012,20080927_030909.a,20080927030909,20080927030904
2008-09-29T15:19:42.900000Z,-29.85,-177.46,51.1,7.03,C200809291519A,20080929T151942M703Z051,20080929_151942.a,20080929151942,20080929151931
2008-10-01T09:38:13.800000Z,30.21,138.88,393.8,5.74,C200810010938A,20081001T093813M574Z394,20081001_093813.a,20081001093813,20081001093812
2008-10-01T18:04:27.600000Z,13.49,120.33,14.1,5.54,C200810011804A,20081001T180427M554Z014,20081001_180427.a,20081001180427,20081001180423
2008-10-02T23:28:16.000000Z,-22.98,169.78,12.0,5.8,C200810022328A,20081002T232816M580Z012,20081002_232816.a,20081002232816,20081002232809
2008-10-03T05:26:26.400000Z,7.76,-37.0,16.7,5.7,C200810030526A,20081003T052626M570Z017,20081003_052626.a,20081003052626,20081003052620
2008-10-03T05:30:27.900000Z,7.75,-37.24,24.4,5.6,C200810030530A,20081003T053027M560Z024,20081003_053027.a,20081003053027,20081003053024
2008-10-04T07:56:59.200000Z,-59.74,-25.42,41.9,5.67,C200810040756A,20081004T075659M567Z042,20081004_075659.a,20081004075659,20081004075652
2008-10-04T11:47:06.000000Z,-38.99,-91.69,12.0,5.5,C200810041147A,20081004T114706M550Z012,20081004_114706.a,20081004114706,20081004114705
2008-10-05T09:12:46.300000Z,-30.0,-176.7,14.0,6.11,C200810050912A,20081005T091246M611Z014,20081005_091246.a,20081005091246,20081005091236
2008-10-05T15:53:01.100000Z,39.5,73.64,12.0,6.7,C200810051552A,20081005T155301M670Z012,20081005_155301.a,20081005155301,20081005155249
2008-10-05T22:56:31.300000Z,33.91,69.48,16.6,5.95,C200810052256A,20081005T225631M595Z017,20081005_225631.a,20081005225631,20081005225628
2008-10-06T08:30:52.400000Z,29.66,90.5,12.0,6.31,C200810060830A,20081006T083052M631Z012,20081006_083052.a,20081006083052,20081006083045
2008-10-07T10:00:49.900000Z,79.77,-116.02,12.0,5.73,C200810071000A,20081007T100049M573Z012,20081007_100049.a,20081007100049,20081007100048
2008-10-09T17:50:04.300000Z,-21.22,-173.81,18.2,5.87,C200810091750A,20081009T175004M587Z018,20081009_175004.a,20081009175004,20081009174958
2008-10-09T23:08:55.400000Z,-15.15,-173.38,12.0,5.59,C200810092308A,20081009T230855M559Z012,20081009_230855.a,20081009230855,20081009230845
2008-10-11T09:06:15.900000Z,43.4,46.19,13.0,5.81,C200810110906A,20081011T090615M581Z013,20081011_090615.a,20081011090615,20081011090610
2008-10-11T10:40:17.700000Z,19.3,-64.83,29.5,6.06,C200810111040A,20081011T104017M606Z030,20081011_104017.a,20081011104017,20081011104014
2008-10-12T20:55:44.600000Z,-20.3,-65.23,361.5,6.17,C200810122055A,20081012T205544M617Z362,20081012_205544.a,20081012205544,20081012205541
2008-10-16T19:41:31.300000Z,14.28,-92.9,29.9,6.65,C200810161941A,20081016T194131M665Z030,20081016_194131.a,20081016194131,20081016194125
2008-10-18T00:54:43.700000Z,-7.07,147.26,77.5,5.67,C200810180054A,20081018T005443M567Z078,20081018_005443.a,20081018005443,20081018005439
2008-10-19T05:10:40.500000Z,-21.82,-173.56,43.3,6.9,C200810190510A,20081019T051040M690Z043,20081019_051040.a,20081019051040,20081019051033
2008-10-19T12:55:06.400000Z,-22.01,-173.4,27.6,5.6,C200810191255A,20081019T125506M560Z028,20081019_125506.a,20081019125506,20081019125505
2008-10-20T04:54:21.400000Z,0.21,120.67,108.4,5.86,C200810200454A,20081020T045421M586Z108,20081020_045421.a,20081020045421,20081020045419
2008-10-21T13:00:51.300000Z,-7.67,127.72,151.5,5.61,C200810211300A,20081021T130051M561Z152,20081021_130051.a,20081021130051,20081021130048
2008-10-22T12:56:03.200000Z,-18.4,-174.98,244.0,6.36,C200810221255A,20081022T125603M636Z244,20081022_125603.a,20081022125603,20081022125557
2008-10-23T09:21:17.000000Z,5.94,125.98,126.7,5.68,C200810230921A,20081023T092117M568Z127,20081023_092117.a,20081023092117,20081023092115
2008-10-23T10:04:41.300000Z,-2.46,145.78,12.0,6.34,C200810231004A,20081023T100441M634Z012,20081023_100441.a,20081023100441,20081023100435
2008-10-25T19:24:54.400000Z,-17.25,167.09,21.6,5.71,C200810251924A,20081025T192454M571Z022,20081025_192454.a,20081025192454,20081025192450
2008-10-26T01:28:58.200000Z,36.44,70.46,199.7,5.73,C200810260128A,20081026T012858M573Z200,20081026_012858.a,20081026012858,20081026012856
2008-10-26T09:08:37.400000Z,-0.18,123.16,74.1,5.57,C200810260908A,20081026T090837M557Z074,20081026_090837.a,20081026090837,20081026090834
2008-10-27T05:43:52.900000Z,-14.66,167.13,140.1,5.63,C200810270543A,20081027T054352M563Z140,20081027_054352.a,20081027054352,20081027054350
2008-10-28T16:00:07.500000Z,-3.36,145.82,12.0,6.02,C200810281600A,20081028T160007M602Z012,20081028_160007.a,20081028160007,20081028160003
2008-10-28T23:10:02.000000Z,30.4,67.48,17.2,6.4,C200810282309A,20081028T231002M640Z017,20081028_231002.a,20081028231002,20081028230957
2008-10-29T01:36:02.900000Z,-8.96,-108.33,19.7,5.73,C200810290136A,20081029T013602M573Z020,20081029_013602.a,20081029013602,20081029013559
2008-10-29T11:32:48.600000Z,30.29,67.57,12.0,6.42,C200810291132A,20081029T113248M642Z012,20081029_113248.a,20081029113248,20081029113243
2008-10-30T01:55:16.100000Z,46.39,153.53,17.1,5.54,C200810300155A,20081030T015516M554Z017,20081030_015516.a,20081030015516,20081030015514
2008-10-30T15:15:46.400000Z,-9.08,-108.3,18.1,6.05,C200810301515A,20081030T151546M605Z018,20081030_151546.a,20081030151546,20081030151541
2008-11-01T01:13:14.900000Z,-3.31,148.89,12.4,5.97,C200811010113A,20081101T011314M597Z012,20081101_011314.a,20081101011314,20081101011309
2008-11-01T01:34:31.100000Z,-6.55,129.2,20.7,5.79,C200811010134A,20081101T013431M579Z021,20081101_013431.a,20081101013431,20081101013426
2008-11-01T04:09:05.200000Z,-3.35,149.07,12.0,5.65,C200811010407B,20081101T040905M565Z012,20081101_040905.a,20081101040905,20081101040859
2008-11-02T13:48:44.200000Z,51.38,-174.49,20.2,6.06,C200811021348A,20081102T134844M606Z020,20081102_134844.a,20081102134844,20081102134842
2008-11-02T15:01:00.300000Z,-29.87,-176.37,12.0,5.68,C200811021500A,20081102T150100M568Z012,20081102_150100.a,20081102150100,20081102150055
2008-11-03T19:22:03.300000Z,0.91,96.97,23.6,5.75,C200811031922A,20081103T192203M575Z024,20081103_192203.a,20081103192203,20081103192158
2008-11-03T19:36:26.600000Z,-15.98,-176.25,390.0,5.56,B200811031936A,20081103T193626M556Z390,20081103_193626.a,20081103193626,20081103193621
2008-11-04T18:35:53.200000Z,-17.03,168.31,231.6,6.34,C200811041835A,20081104T183553M634Z232,20081104_183553.a,20081104183553,20081104183545
2008-11-05T03:41:46.000000Z,-17.22,-174.06,185.6,5.71,C200811050341A,20081105T034146M571Z186,20081105_034146.a,20081105034146,20081105034143
2008-11-06T09:11:09.700000Z,-29.66,-176.95,22.0,5.89,C200811060911A,20081106T091109M589Z022,20081106_091109.a,20081106091109,20081106091106
2008-11-07T07:19:41.000000Z,-14.92,168.15,12.0,6.37,C200811070719A,20081107T071941M637Z012,20081107_071941.a,20081107071941,20081107071935
2008-11-07T07:35:47.600000Z,-14.81,168.21,12.0,5.68,C200811070735A,20081107T073547M568Z012,20081107_073547.a,20081107073547,20081107073545
2008-11-07T16:04:28.600000Z,-6.62,129.24,20.5,6.18,C200811071604A,20081107T160428M618Z020,20081107_160428.a,20081107160428,20081107160423
2008-11-08T07:50:04.500000Z,-15.07,-173.94,131.9,5.97,C200811080750A,20081108T075004M597Z132,20081108_075004.a,20081108075004,20081108074959
2008-11-08T09:15:54.500000Z,-15.04,-173.93,138.0,5.53,C200811080916A,20081108T091554M553Z138,20081108_091554.a,20081108091554,20081108091551
2008-11-10T01:22:10.200000Z,37.51,95.75,27.2,6.34,C200811100122A,20081110T012210M634Z027,20081110_012210.a,20081110012210,20081110012202
2008-11-13T15:10:18.200000Z,-56.05,-26.93,73.9,5.58,C200811131510A,20081113T151018M558Z074,20081113_151018.a,20081113151018,20081113151015
2008-11-14T02:05:13.100000Z,-53.78,9.09,14.1,5.88,C200811140205A,20081114T020513M588Z014,20081114_020513.a,20081114020513,20081114020509
2008-11-15T23:03:20.700000Z,12.97,-89.08,64.4,5.8,C200811152303A,20081115T230320M580Z064,20081115_230320.a,20081115230320,20081115230316
2008-11-16T12:20:38.800000Z,10.88,91.82,12.0,5.5,C200811161220A,20081116T122038M550Z012,20081116_122038.a,20081116122038,20081116122036
2008-11-16T17:02:43.800000Z,1.5,122.05,29.2,7.35,C200811161702A,20081116T170243M735Z029,20081116_170243.a,20081116170243,20081116170232
2008-11-17T06:01:00.700000Z,-5.65,128.8,315.0,5.55,B200811170600A,20081117T060100M555Z315,20081117_060100.a,20081117060100,20081117060058
2008-11-17T12:55:24.400000Z,79.59,-116.59,12.0,5.66,C200811171255A,20081117T125524M566Z012,20081117_125524.a,20081117125524,20081117125522
2008-11-18T14:03:16.700000Z,-18.9,169.66,12.0,5.54,C200811181403A,20081118T140316M554Z012,20081118_140316.a,20081118140316,20081118140315
2008-11-19T06:11:25.600000Z,8.23,-82.77,42.1,6.25,C200811190611A,20081119T061125M625Z042,20081119_061125.a,20081119061125,20081119061120
2008-11-19T20:39:01.900000Z,-22.2,-179.3,604.1,5.83,C200811192038A,20081119T203901M583Z604,20081119_203901.a,20081119203901,20081119203858
2008-11-21T07:05:36.600000Z,-8.97,159.73,125.5,6.0,C200811210705A,20081121T070536M600Z126,20081121_070536.a,20081121070536,20081121070534
2008-11-21T22:35:06.100000Z,-55.22,-129.49,24.5,5.57,C200811212235A,20081121T223506M557Z024,20081121_223506.a,20081121223506,20081121223501
2008-11-22T16:01:06.700000Z,-4.73,101.07,20.0,6.33,C200811221600A,20081122T160106M633Z020,20081122_160106.a,20081122160106,20081122160101
2008-11-22T16:01:43.100000Z,-22.52,171.11,47.1,6.4,C200811221601A,20081122T160143M640Z047,20081122_160143.a,20081122160143,20081122160139
2008-11-22T17:22:37.500000Z,-22.53,171.28,42.0,5.65,C200811221722A,20081122T172237M565Z042,20081122_172237.a,20081122172237,20081122172236
2008-11-22T18:49:50.300000Z,-0.77,-13.8,17.8,6.29,C200811221849A,20081122T184950M629Z018,20081122_184950.a,20081122184950,20081122184942
2008-11-22T23:06:49.800000Z,-37.15,-95.29,12.0,5.68,C200811222306A,20081122T230649M568Z012,20081122_230649.a,20081122230649,20081122230647
2008-11-23T08:58:21.800000Z,-22.51,171.24,46.8,5.58,C200811230858A,20081123T085821M558Z047,20081123_085821.a,20081123085821,20081123085818
2008-11-24T09:03:09.500000Z,54.27,154.71,502.3,7.3,C200811240902A,20081124T090309M730Z502,20081124_090309.a,20081124090309,20081124090258
2008-11-25T01:36:33.300000Z,-30.07,-177.38,41.9,5.62,C200811250136A,20081125T013633M562Z042,20081125_013633.a,20081125013633,20081125013630
2008-11-25T12:40:08.900000Z,18.12,147.23,14.5,5.57,C200811251240A,20081125T124008M557Z014,20081125_124008.a,20081125124008,20081125124003
2008-11-25T15:04:45.100000Z,-22.94,-174.54,17.9,5.59,C200811251504A,20081125T150445M559Z018,20081125_150445.a,20081125150445,20081125150444
2008-11-27T17:31:32.000000Z,-17.99,167.48,13.0,5.52,C200811271731A,20081127T173132M552Z013,20081127_173132.a,20081127173132,20081127173127
2008-11-28T08:50:51.600000Z,-5.09,101.55,23.0,5.92,C200811280850A,20081128T085051M592Z023,20081128_085051.a,20081128085051,20081128085048
2008-11-28T13:42:23.500000Z,40.35,-127.04,22.8,5.94,C200811281342A,20081128T134223M594Z023,20081128_134223.a,20081128134223,20081128134218
2008-11-29T05:59:19.600000Z,-18.72,-177.52,396.6,5.98,C200811290559A,20081129T055919M598Z397,20081129_055919.a,20081129055919,20081129055916
2008-11-30T00:38:59.000000Z,18.12,147.21,17.0,5.56,C200811300038A,20081130T003859M556Z017,20081130_003859.a,20081130003859,20081130003854
2008-12-02T12:31:44.900000Z,19.17,145.99,118.7,5.93,C200812021231A,20081202T123144M593Z119,20081202_123144.a,20081202123144,20081202123143
2008-12-03T23:16:58.700000Z,38.56,143.18,23.6,5.77,C200812032316A,20081203T231658M577Z024,20081203_231658.a,20081203231658,20081203231654
2008-12-04T16:47:15.800000Z,-21.62,-68.64,128.7,5.53,C200812041647A,20081204T164715M553Z129,20081204_164715.a,20081204164715,20081204164709
2008-12-05T20:03:13.700000Z,38.53,143.27,21.3,5.53,C200812052003A,20081205T200313M553Z021,20081205_200313.a,20081205200313,20081205200311
2008-12-06T06:21:51.200000Z,-27.4,-176.25,21.5,5.59,C200812060621A,20081206T062151M559Z022,20081206_062151.a,20081206062151,20081206062148
2008-12-06T10:55:31.500000Z,-7.44,124.84,407.0,6.41,C200812061055A,20081206T105531M641Z407,20081206_105531.a,20081206105531,20081206105527
2008-12-07T06:23:12.800000Z,13.44,-44.83,12.0,5.63,C200812070623A,20081207T062312M563Z012,20081207_062312.a,20081207062312,20081207062309
2008-12-08T18:39:15.800000Z,-53.09,106.76,20.8,6.3,C200812081839A,20081208T183915M630Z021,20081208_183915.a,20081208183915,20081208183909
2008-12-09T06:24:07.000000Z,-31.03,-176.54,18.8,6.71,C200812090624A,20081209T062407M671Z019,20081209_062407.a,20081209062407,20081209062359
2008-12-09T15:31:53.200000Z,-2.82,139.39,23.0,5.73,C200812091531A,20081209T153153M573Z023,20081209_153153.a,20081209153153,20081209153150
