evid,date_time,evt_lat,evt_lon,evt_dep,evt_mag,channel,nslc,stla,stlo,stel,phase,tdelay,tderr,ccmx,ttaup,tp_obs,tp_syn,Ap_obs,Ap_syn,dist,az,baz,mid_lat,mid_lon
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_GNI.00.LHT,40.148,44.741,1509.0,ScS,-0.7,1.0,0.95,1205.16,1211.27,1210.27,5.39e-06,7.83e-06,61.551,316.31,115.535,22.627,74.705
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_HKT.00.LHT,29.962,-95.838,-863.0,ScSScS,-6.15,2.15,0.83,2601.38,2608.05,2617.27,3.14e-06,2.93e-06,146.83,20.671,335.98,64.399,148.455
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_HKT.00.LHT,29.962,-95.838,-863.0,SSS,2.0,2.95,0.82,2855.04,2872.05,2867.27,2.78e-06,5.25e-06,146.83,20.671,335.98,64.399,148.455
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_KIEV.00.LHT,50.701,29.224,140.0,S,-6.05,0.85,0.96,1282.35,1286.04,1288.27,7.18e-06,1.54e-05,75.523,322.561,106.708,30.012,71.773
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_KIP.00.LHT,21.42,-158.011,77.0,SS,-6.65,1.9,0.92,1980.03,1994.01,1993.27,1.6e-06,4.03e-06,103.54,67.752,276.451,17.945,146.938
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_MAJO.00.LHT,36.546,138.204,405.0,S,-2.25,2.5,0.93,989.84,998.02,1004.27,1.41e-06,1.57e-06,51.98,42.135,236.51,19.887,115.369
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_RAO.00.LHT,-29.245,-177.929,59.5,SS,-12.35,2.75,0.89,1730.79,1725.02,1741.27,4.03e-06,1.07e-05,86.023,119.304,273.129,-18.925,136.082
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_RAR.00.LHT,-21.212,-159.773,28.0,Sdiff,6.0,1.55,0.96,1537.34,1557.02,1547.27,3.63e-06,5.41e-06,102.567,111.502,265.926,-16.129,146.191
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_RSSD.00.LHT,44.121,-104.036,2087.0,SS,-4.25,0.65,0.93,2340.7,2349.61,2350.27,3.49e-06,5.23e-06,131.274,20.131,331.407,59.622,135.332
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_SJG.00.LHT,18.109,-66.15,420.0,SS,-5.9,1.65,0.87,2614.37,2624.01,2621.27,6.93e-06,1.28e-05,155.004,320.43,42.062,49.212,25.431
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_SJG.00.LHT,18.109,-66.15,420.0,ScSScS,-5.95,2.0,0.83,2667.12,2669.01,2665.27,3.27e-06,7.1e-06,155.004,320.43,42.062,49.212,25.431
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_SSPA.00.LHT,40.636,-77.888,170.0,SS,0.05,1.3,0.87,2425.44,2443.04,2436.27,4.01e-06,8.78e-06,138.323,354.409,7.364,69.425,82.226
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_SSPA.00.LHT,40.636,-77.888,170.0,SSS,-2.15,1.55,0.86,2734.07,2742.04,2744.27,2.4e-06,8.62e-06,138.323,354.409,7.364,69.425,82.226
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_SSPA.00.LHT,40.636,-77.888,170.0,ScSScSScS,-3.75,2.3,0.93,3301.91,3302.04,3305.27,1.44e-06,4.5e-06,138.323,354.409,7.364,69.425,82.226
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_TIXI.00.LHT,71.634,128.867,40.0,SS,-6.7,0.45,0.97,1543.22,1549.01,1551.27,2.55e-06,5.6e-06,73.485,9.98,213.25,37.115,104.631
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_TSUM.00.LHT,-19.202,17.584,1260.0,SSS,1.25,2.5,0.84,1856.12,1868.03,1865.27,1.37e-06,2.52e-06,80.539,250.44,85.812,-11.882,58.738
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_ULN.00.LHT,47.865,107.053,1610.0,S,-3.4,0.15,0.94,928.75,938.04,937.27,8.43e-06,1.14e-05,47.609,8.989,193.441,24.479,101.146
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_ULN.00.LHT,47.865,107.053,1610.0,SS,0.05,1.3,0.93,1138.61,1162.04,1156.27,1.06e-05,2.99e-05,47.609,8.989,193.441,24.479,101.146
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_WAKE.00.LHT,19.283,166.652,18.0,S,-6.5,1.45,0.92,1224.41,1230.27,1233.27,4.1e-06,6.5e-06,70.425,69.89,263.916,12.218,130.778
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_WCI.00.LHT,38.229,-86.294,78.0,SS,-10.15,1.6,0.95,2454.97,2461.04,2466.27,1.86e-06,7.76e-06,140.837,4.287,354.547,70.945,109.589
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_WVT.00.LHT,36.13,-87.83,170.0,SSS,-5.7,1.55,0.88,2797.64,2800.01,2808.27,1.06e-06,7.32e-06,142.771,6.634,351.787,71.218,116.979
C200801221714A,2008-01-22T17:15:01.800000Z,0.87,97.18,23.0,6.2,T,IU_YAK.00.LHT,62.031,129.68,96.0,SS,-5.3,1.3,0.87,1424.16,1426.03,1430.27,2.05e-06,2.75e-06,65.743,16.106,216.15,32.429,107.433
C200801230549A,2008-01-23T05:49:36.900000Z,14.54,-93.99,12.0,5.5,T,IU_CTAO.00.LHT,-20.088,146.254,320.0,SSS,-19.0,1.55,0.83,2506.85,2512.05,2512.24,1.34e-07,2.72e-07,122.594,255.279,85.313,-5.55,-152.379
C200801230549A,2008-01-23T05:49:36.900000Z,14.54,-93.99,12.0,5.5,T,IU_KIP.00.LHT,21.42,-158.011,77.0,S,4.8,1.95,0.87,1111.97,1124.01,1114.24,5.08e-07,5.5e-07,60.978,286.672,84.776,20.962,-125.306
C200801230549A,2008-01-23T05:49:36.900000Z,14.54,-93.99,12.0,5.5,T,IU_LVC.00.LHT,-22.613,-68.911,2930.0,S,-0.45,0.75,0.95,885.4,893.02,888.24,6.5e-07,8.15e-07,44.394,145.921,324.028,-4.14,-81.751
C200801230549A,2008-01-23T05:49:36.900000Z,14.54,-93.99,12.0,5.5,T,IU_OTAV.00.LHT,0.238,-78.451,3495.0,ScSScS,-0.35,1.45,0.91,1886.89,1897.01,1898.24,3.42e-07,5.1e-07,20.954,131.414,313.44,7.458,-86.094
C200801230549A,2008-01-23T05:49:36.900000Z,14.54,-93.99,12.0,5.5,T,IU_PET.00.LHT,53.023,158.65,105.0,SS,4.85,2.15,0.92,1770.82,1784.01,1777.24,1.98e-07,4.74e-07,88.569,324.902,67.444,47.204,-130.095
C200801230549A,2008-01-23T05:49:36.900000Z,14.54,-93.99,12.0,5.5,T,IU_TSUM.00.LHT,-19.202,17.584,1260.0,SS,-3.8,1.5,0.8,2134.88,2138.71,2141.24,1.68e-07,4.48e-07,114.828,104.655,277.475,-4.163,-39.241
C200801230549A,2008-01-23T05:49:36.900000Z,14.54,-93.99,12.0,5.5,T,IU_YSS.00.LHT,46.959,142.76,148.0,SS,7.15,0.5,0.97,1939.85,1952.04,1946.24,1.24e-07,4.3e-07,100.433,324.53,55.252,50.127,-137.905
C200801240412A,2008-01-24T04:12:19.100000Z,6.93,-82.35,18.2,5.86,T,IU_ANMO.00.LHT,34.946,-106.457,1671.0,S,0.1,1.7,0.98,753.15,772.02,775.24,4.55e-06,7.93e-07,35.654,324.853,135.858,21.378,-93.242
C200801240412A,2008-01-24T04:12:19.100000Z,6.93,-82.35,18.2,5.86,T,IU_KBS.00.LHT,78.915,11.938,87.0,SS,3.4,1.8,0.92,1702.48,1704.02,1703.24,3.92e-07,1.09e-06,84.02,11.15,275.593,47.989,-71.235
C200801240412A,2008-01-24T04:12:19.100000Z,6.93,-82.35,18.2,5.86,T,IU_KEV.00.LHT,69.756,27.004,85.0,ScSScS,-2.0,2.0,0.89,2186.53,2193.05,2202.24,5.94e-07,2.59e-06,90.067,19.101,290.597,48.629,-61.91
C200801240412A,2008-01-24T04:12:19.100000Z,6.93,-82.35,18.2,5.86,T,IU_KIEV.00.LHT,50.701,29.224,140.0,SS,-6.6,1.2,0.96,1904.16,1902.04,1908.24,4.78e-07,7.83e-07,98.003,36.535,291.375,43.056,-44.522
C200801240412A,2008-01-24T04:12:19.100000Z,6.93,-82.35,18.2,5.86,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,SS,-12.05,2.3,0.82,2091.5,2088.04,2106.24,3.41e-07,1.12e-06,111.679,103.679,271.421,-7.334,-28.261
C200801240412A,2008-01-24T04:12:19.100000Z,6.93,-82.35,18.2,5.86,T,IU_MBWA.00.LHT,-21.159,119.731,88.0,SS,16.8,2.1,0.81,2609.67,2622.04,2618.24,1.24e-07,1.04e-06,154.455,233.701,120.957,-33.263,-152.127
C200801240412A,2008-01-24T04:12:19.100000Z,6.93,-82.35,18.2,5.86,T,IU_NWAO.00.LHT,-32.928,117.239,275.0,SS,0.55,2.4,0.8,2542.08,2545.01,2555.24,2.95e-07,1.1e-06,148.335,212.114,141.087,-51.063,-136.569
C200801240412A,2008-01-24T04:12:19.100000Z,6.93,-82.35,18.2,5.86,T,IU_SFJD.00.LHT,66.996,-50.621,330.0,S,-5.0,1.9,0.94,1145.18,1140.05,1143.24,3.62e-07,1.34e-06,63.75,13.297,215.636,37.901,-73.518
C200801240412A,2008-01-24T04:12:19.100000Z,6.93,-82.35,18.2,5.86,T,IU_TSUM.00.LHT,-19.202,17.584,1260.0,SS,-11.15,2.4,0.9,1955.77,1957.03,1971.24,1.92e-07,9.71e-07,101.698,108.181,273.26,-9.52,-34.078
C200801242229A,2008-01-24T22:29:59.500000Z,-6.23,146.84,47.8,5.86,T,IU_COR.00.LHT,44.586,-123.305,110.0,sSS,3.3,1.45,0.82,1867.24,1875.04,1876.21,2.03e-07,5.77e-07,94.26,45.683,265.618,25.948,-177.561
C200801242229A,2008-01-24T22:29:59.500000Z,-6.23,146.84,47.8,5.86,T,IU_KIP.00.LHT,21.42,-158.011,77.0,SSS,0.3,1.65,0.95,1507.32,1515.01,1513.21,3.33e-06,6.1e-06,60.706,61.302,249.439,8.565,173.438
C200801242229A,2008-01-24T22:29:59.500000Z,-6.23,146.84,47.8,5.86,T,IU_PET.00.LHT,53.023,158.65,105.0,S,-3.6,1.75,0.88,1089.87,1102.59,1098.21,3.07e-07,1.15e-06,59.896,8.211,193.623,23.553,151.292
C200801242229A,2008-01-24T22:29:59.500000Z,-6.23,146.84,47.8,5.86,T,IU_RAR.00.LHT,-21.212,-159.773,28.0,ScSScS,8.0,1.95,0.82,1980.99,2001.02,1986.21,5.25e-07,7.57e-07,53.747,111.711,277.986,-15.296,172.614
C200801242229A,2008-01-24T22:29:59.500000Z,-6.23,146.84,47.8,5.86,T,IU_TIXI.00.LHT,71.634,128.867,40.0,SS,-13.0,1.4,0.93,1615.6,1606.04,1621.21,3.12e-07,1.17e-06,78.603,354.284,161.743,33.042,142.535
C200801242229A,2008-01-24T22:29:59.500000Z,-6.23,146.84,47.8,5.86,T,IU_YAK.00.LHT,62.031,129.68,96.0,S,-3.85,1.85,0.92,1206.41,1199.02,1208.21,3.67e-07,1.19e-06,69.355,351.463,161.708,28.21,141.351
C200801291457A,2008-01-29T14:57:30.800000Z,-59.0,-24.65,36.7,5.63,T,IU_CASY.00.LHT,-66.279,110.535,5.0,S,7.65,1.85,0.95,967.1,973.02,968.21,2.47e-07,5.62e-07,50.562,158.397,208.112,-78.378,26.363
C200801291457A,2008-01-29T14:57:30.800000Z,-59.0,-24.65,36.7,5.63,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,S,-6.65,2.1,0.83,1070.84,1085.04,1089.21,1.66e-07,3.78e-07,58.264,64.787,208.955,-39.955,10.328
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_COR.00.LHT,44.586,-123.305,110.0,SS,5.1,2.0,0.9,2049.12,2053.04,2049.2,1.15e-06,2.66e-06,108.538,45.318,278.524,29.732,169.267
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_CTAO.00.LHT,-20.088,146.254,320.0,ScSScS,13.4,1.3,0.82,1886.97,1907.05,1901.2,1.2e-06,2.64e-06,22.115,127.384,302.949,-13.805,136.727
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_DWPF.00.LHT,28.11,-81.433,-132.0,SSS,2.8,2.95,0.88,2837.22,2854.03,2843.2,1.35e-06,2.88e-06,145.499,48.951,302.035,35.975,-169.653
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_GNI.00.LHT,40.148,44.741,1509.0,SS,4.65,1.55,0.88,1779.25,1784.05,1785.2,9.55e-07,3.57e-06,89.279,310.528,99.839,21.499,92.743
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_GNI.00.LHT,40.148,44.741,1509.0,SSS,7.75,1.65,0.9,1994.5,2008.05,1994.2,1.42e-06,2.08e-06,89.279,310.528,99.839,21.499,92.743
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_GRFO.00.LHT,49.691,11.22,384.0,SS,3.15,0.45,0.93,2101.47,2115.02,2111.2,8.89e-07,3.8e-06,112.447,321.172,73.7,35.144,88.227
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_KONO.00.LHT,59.649,9.598,-124.0,SS,2.25,1.2,0.96,2070.29,2077.04,2072.2,7.41e-07,3.3e-06,110.111,331.619,68.602,40.288,97.087
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_MIDW.00.LHT,28.216,-177.37,17.0,SSS,-0.75,0.95,0.91,1570.41,1585.72,1590.2,1.17e-05,7.11e-06,63.636,53.727,245.114,11.838,153.415
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_PAB.00.LHT,39.545,-4.35,950.0,SS,1.1,1.75,0.95,2281.0,2289.05,2288.2,3.19e-07,5.21e-06,126.367,314.756,65.85,34.719,77.417
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_QSPA.00.LHT,-89.929,144.438,2847.0,SS,-9.9,2.6,0.83,1683.46,1676.01,1696.2,2.22e-06,1.37e-06,82.751,179.979,343.269,-48.676,127.731
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_RCBR.00.LHT,-5.827,-35.901,400.0,SS,0.45,2.25,0.92,2660.51,2673.01,2674.2,7.81e-07,2.65e-06,159.224,231.297,128.892,-39.341,45.365
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_RSSD.00.LHT,44.121,-104.036,2087.0,SS,1.0,1.55,0.88,2224.75,2229.91,2226.2,6.39e-07,2.47e-06,121.914,41.589,293.655,36.202,173.556
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_TUC.00.LHT,32.31,-110.785,909.0,SS,3.9,1.85,0.91,2205.42,2212.02,2208.2,7.63e-07,2.92e-06,120.404,56.618,281.655,24.451,-179.657
C200801300732A,2008-01-30T07:32:48.500000Z,-7.17,127.71,19.1,6.11,T,IU_ULN.00.LHT,47.865,107.053,1610.0,S,1.7,1.0,0.91,1068.75,1079.04,1070.2,1.22e-06,3.36e-06,57.786,343.701,155.523,20.685,119.39
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,SS,-13.8,2.9,0.84,2565.86,2573.02,2577.24,3.46e-07,1.55e-06,150.501,25.034,330.149,57.766,179.605
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_COLA.00.LHT,64.874,-147.862,200.0,SS,-14.5,1.7,0.88,1821.51,1815.01,1834.24,2.44e-07,1.34e-06,92.216,24.993,260.676,35.368,151.607
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_COLA.00.LHT,64.874,-147.862,200.0,SSS,-14.55,1.15,0.91,2040.34,2030.01,2049.24,2.24e-07,7.89e-07,92.216,24.993,260.676,35.368,151.607
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_JOHN.00.LHT,16.733,-169.529,2.5,S,-6.7,0.5,0.95,1150.74,1159.02,1165.24,1.15e-06,1.3e-06,64.229,68.223,254.586,6.181,159.477
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_KEV.00.LHT,69.756,27.004,85.0,SS,1.85,1.9,0.87,1932.24,1943.05,1934.24,4.9e-07,1.34e-06,100.034,339.898,80.006,40.553,109.52
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_KONO.00.LHT,59.649,9.598,-124.0,SS,5.1,0.65,0.95,2069.95,2078.04,2071.24,2.56e-07,1.47e-06,110.096,332.23,66.159,41.534,99.161
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_LVC.00.LHT,-22.613,-68.911,2930.0,SS,-3.05,0.45,0.89,2516.44,2532.02,2532.24,2.82e-07,1.47e-06,146.1,148.393,214.353,-57.339,-162.398
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_RSSD.00.LHT,44.121,-104.036,2087.0,SSS,-7.9,1.4,0.89,2462.47,2466.02,2480.24,3.13e-07,9.88e-07,119.754,41.822,292.747,36.177,175.209
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_SJG.00.LHT,18.109,-66.15,420.0,SSS,1.1,1.8,0.96,3044.51,3060.01,3058.24,6.3e-07,1.62e-06,160.471,50.176,306.555,37.703,-157.553
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_TATO.00.LHT,24.974,121.497,159.7,ScS,5.35,2.75,0.82,1014.75,997.62,999.24,2.57e-06,6.28e-05,31.913,345.74,164.333,9.483,125.808
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_WCI.00.LHT,38.229,-86.294,78.0,SS,-13.4,0.65,0.97,2377.93,2378.03,2391.24,2.9e-07,1.37e-06,134.272,40.041,305.573,41.498,-178.127
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_YAK.00.LHT,62.031,129.68,96.0,SSS,-5.5,1.9,0.87,1653.93,1650.02,1661.24,6.8e-07,5.23e-06,67.913,359.97,179.936,28.055,129.721
C200801310104A,2008-01-31T01:04:33.000000Z,-6.07,129.74,19.6,5.82,T,IU_YSS.00.LHT,46.959,142.76,148.0,ScSScS,12.65,0.6,0.96,1989.32,1993.04,1978.24,1.2e-06,2.15e-06,54.075,10.982,196.085,20.6,135.039
