evid,date_time,evt_lat,evt_lon,evt_dep,evt_mag,channel,nslc,stla,stlo,stel,phase,tdelay,tderr,ccmx,ttaup,tp_obs,tp_syn,Ap_obs,Ap_syn,dist,az,baz,mid_lat,mid_lon
C200801131215A,2008-01-13T12:15:39.300000Z,17.26,120.8,20.3,5.74,T,IU_LVC.00.LHT,-22.613,-68.911,2930.0,SSS,-23.25,1.25,0.92,3165.74,3162.02,3179.24,2.21e-07,1.16e-06,169.518,123.039,240.117,-29.596,-165.785
C200801131215A,2008-01-13T12:15:39.300000Z,17.26,120.8,20.3,5.74,T,IU_SFJD.00.LHT,66.996,-50.621,330.0,SS,-1.25,2.5,0.91,1870.15,1870.04,1871.24,3.05e-07,5.59e-07,95.635,356.639,8.215,64.968,114.929
C200801131215A,2008-01-13T12:15:39.300000Z,17.26,120.8,20.3,5.74,T,IU_ULN.00.LHT,47.865,107.053,1610.0,S,2.7,2.9,0.81,704.66,719.96,720.24,9.65e-07,8.59e-07,32.545,342.709,155.012,32.764,115.128
C200801131215A,2008-01-13T12:15:39.300000Z,17.26,120.8,20.3,5.74,T,IU_YAK.00.LHT,62.031,129.68,96.0,ScSScSScS,-3.0,2.5,0.81,2860.06,2866.02,2879.24,2.72e-07,8.49e-07,45.146,5.883,192.018,39.762,123.726
C200801131215A,2008-01-13T12:15:39.300000Z,17.26,120.8,20.3,5.74,T,IU_YSS.00.LHT,46.959,142.76,148.0,ScSScS,2.2,2.05,0.92,1917.59,1920.04,1930.24,5.55e-07,7.64e-07,34.732,26.697,218.879,32.594,129.939
C200801141338A,2008-01-14T13:38:40.500000Z,10.36,92.7,43.9,5.83,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,SS,-2.95,2.25,0.89,2347.94,2348.02,2345.24,5.93e-07,8.65e-07,132.248,334.158,30.481,62.013,34.848
C200801141338A,2008-01-14T13:38:40.500000Z,10.36,92.7,43.9,5.83,T,IU_CTAO.00.LHT,-20.088,146.254,320.0,SS,-4.95,1.0,0.84,1343.32,1359.12,1362.24,5.95e-07,7.76e-07,60.828,119.955,294.873,-5.452,118.811
C200801141338A,2008-01-14T13:38:40.500000Z,10.36,92.7,43.9,5.83,T,IU_GNI.00.LHT,40.148,44.741,1509.0,ScSScSScS,21.35,0.75,0.82,2872.4,2876.03,2860.24,4.29e-07,4.65e-07,51.72,313.548,111.321,27.297,71.9
C200801141338A,2008-01-14T13:38:40.500000Z,10.36,92.7,43.9,5.83,T,IU_OTAV.00.LHT,0.238,-78.451,3495.0,SSS,-3.05,1.15,0.86,3117.48,3119.34,3121.24,3e-07,1.49e-06,166.281,320.811,38.437,51.203,0.88
C200801141338A,2008-01-14T13:38:40.500000Z,10.36,92.7,43.9,5.83,T,IU_PAB.00.LHT,39.545,-4.35,950.0,SS,2.75,2.3,0.91,1768.0,1778.05,1769.24,5e-07,9.39e-07,88.872,309.997,77.432,34.919,51.95
C200801141338A,2008-01-14T13:38:40.500000Z,10.36,92.7,43.9,5.83,T,IU_PET.00.LHT,53.023,158.65,105.0,ScS,-15.5,0.7,0.88,1244.82,1253.01,1266.24,4.52e-07,4.64e-07,67.379,36.629,256.845,36.081,116.814
C200801141338A,2008-01-14T13:38:40.500000Z,10.36,92.7,43.9,5.83,T,IU_SDV.00.LHT,8.884,-70.634,1588.0,SSS,0.3,1.75,0.9,2960.05,2965.04,2967.24,4.25e-07,9.35e-07,154.689,319.156,40.629,50.039,10.17
C200801141338A,2008-01-14T13:38:40.500000Z,10.36,92.7,43.9,5.83,T,IU_SFJD.00.LHT,66.996,-50.621,330.0,sScSScS,20.5,1.25,0.83,2257.54,2280.04,2263.24,9.84e-08,4.28e-07,98.296,346.34,36.358,57.314,73.453
C200801141338A,2008-01-14T13:38:40.500000Z,10.36,92.7,43.9,5.83,T,IU_SSPA.00.LHT,40.636,-77.888,170.0,sSS,-0.3,1.25,0.83,2322.32,2327.04,2329.24,5.66e-07,7.89e-07,128.39,350.94,11.763,72.398,64.857
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_AFI.00.LHT,-13.908,-171.783,705.0,ScS,6.7,0.6,0.98,818.24,828.03,821.3,7.24e-06,1.2e-05,10.834,42.847,220.506,-18.017,-175.475
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_AFI.00.LHT,-13.908,-171.783,705.0,sScS,0.95,1.4,0.94,1073.59,1083.03,1079.3,7.02e-06,1.06e-05,10.834,42.847,220.506,-18.017,-175.475
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_ANMO.00.LHT,34.946,-106.457,1767.2,SS,8.85,1.05,0.82,1688.76,1697.01,1692.3,2.37e-06,7.88e-06,89.414,51.738,242.533,8.018,-145.483
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_ANMO.00.LHT,34.946,-106.457,1767.2,sScSScSScS,6.4,1.85,0.88,3155.85,3167.01,3164.3,7.98e-07,3.15e-06,89.414,51.738,242.533,8.018,-145.483
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,sSS,-0.05,0.8,0.85,2333.54,2331.02,2339.3,1.42e-06,5.42e-06,121.847,64.738,262.728,9.535,-126.153
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,SSS,8.95,2.05,0.88,2403.63,2416.02,2416.3,8.24e-07,4.29e-06,121.847,64.738,262.728,9.535,-126.153
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,ScSScSScS,10.0,1.9,0.95,3082.26,3105.02,3089.3,9.11e-07,4.27e-06,121.847,64.738,262.728,9.535,-126.153
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_BILL.00.LHT,68.065,166.453,320.0,SS,-0.85,0.35,0.87,1703.87,1701.88,1710.3,2.5e-06,8.73e-06,90.475,354.715,166.821,23.243,176.587
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_CASY.00.LHT,-66.279,110.535,5.0,sScS,-7.75,1.2,0.9,1335.72,1334.02,1337.3,1.91e-06,7.68e-06,61.992,205.457,81.122,-48.89,161.047
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_CASY.00.LHT,-66.279,110.535,5.0,ScSScS,3.25,1.65,0.95,1906.99,1916.02,1909.3,7.42e-07,4.01e-06,61.992,205.457,81.122,-48.89,161.047
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_CASY.00.LHT,-66.279,110.535,5.0,sScSScS,19.0,1.45,0.85,2156.98,2162.02,2157.3,7.09e-07,4.72e-06,61.992,205.457,81.122,-48.89,161.047
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_CCM.00.LHT,38.056,-91.245,171.5,SS,0.1,1.2,0.91,1862.7,1859.0,1865.3,2.26e-06,7.05e-06,101.89,53.699,251.422,11.085,-139.779
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_CCM.00.LHT,38.056,-91.245,171.5,sSSS,4.3,2.25,0.88,2287.32,2299.0,2304.3,1.19e-06,6.28e-06,101.89,53.699,251.422,11.085,-139.779
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_CCM.00.LHT,38.056,-91.245,171.5,ScSScSScS,6.55,0.95,0.94,2968.72,2980.0,2977.3,1.11e-06,3.67e-06,101.89,53.699,251.422,11.085,-139.779
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_CHTO.00.LHT,18.814,98.944,420.0,SS,-2.35,0.45,0.94,1692.67,1692.02,1696.3,1.53e-06,3.91e-06,89.688,290.342,113.332,-2.146,139.283
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_CTAO.00.LHT,-20.088,146.254,320.0,ScSScS,6.95,1.5,0.95,1789.07,1802.05,1792.3,1.77e-06,2.78e-06,32.148,267.018,99.724,-21.969,163.341
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_CTAO.00.LHT,-20.088,146.254,320.0,sScSScS,-0.65,1.8,0.87,2043.38,2053.05,2046.3,1.05e-06,2.1e-06,32.148,267.018,99.724,-21.969,163.341
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_DAV.00.LHT,7.07,125.579,149.0,SS,11.75,1.1,0.83,1269.43,1274.02,1271.3,3.21e-06,2.54e-06,61.282,291.757,119.797,-8.445,152.105
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_DWPF.00.LHT,28.11,-81.433,-132.0,Sdiff,-1.7,1.75,0.92,1460.36,1468.04,1462.3,8.87e-07,2.08e-06,106.813,66.022,253.711,4.629,-132.012
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_DWPF.00.LHT,28.11,-81.433,-132.0,SS,-6.0,1.85,0.84,1929.1,1936.04,1932.3,1.67e-06,6.12e-06,106.813,66.022,253.711,4.629,-132.012
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_GRFO.00.LHT,49.691,11.22,384.0,SS,-1.85,0.7,0.96,2466.46,2467.02,2472.3,3.39e-06,8.71e-06,151.095,345.891,20.411,51.237,158.602
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_HKT.00.LHT,29.962,-95.838,-863.0,SS,7.05,1.0,0.98,1774.57,1785.05,1777.3,4.36e-06,8.14e-06,95.497,60.021,247.874,5.314,-139.308
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_INCN.00.LHT,37.478,126.624,79.0,sSSS,-5.05,0.9,0.94,1912.16,1916.02,1927.3,1.54e-06,1.25e-05,78.096,318.835,129.81,8.666,155.895
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_JOHN.00.LHT,16.733,-169.529,2.5,S,-1.55,0.9,0.98,724.51,723.02,726.3,1.16e-05,1.89e-05,39.763,14.807,194.323,-2.671,-174.355
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_JOHN.00.LHT,16.733,-169.529,2.5,sScS,-3.65,1.5,0.94,1187.18,1189.02,1189.3,5.39e-06,8.64e-06,39.763,14.807,194.323,-2.671,-174.355
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_JOHN.00.LHT,16.733,-169.529,2.5,ScSScS,4.65,0.8,0.96,1812.86,1821.02,1819.3,2.63e-06,6.6e-06,39.763,14.807,194.323,-2.671,-174.355
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_JOHN.00.LHT,16.733,-169.529,2.5,sScSScS,-1.45,2.05,0.96,2066.22,2073.02,2074.3,2.69e-06,4.94e-06,39.763,14.807,194.323,-2.671,-174.355
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_KEV.00.LHT,69.756,27.004,85.0,SSS,-0.8,0.95,0.83,2518.11,2521.01,2524.3,7.43e-07,5.75e-06,129.68,348.476,32.264,41.759,166.679
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_KIP.00.LHT,21.42,-158.011,77.0,S,1.3,1.2,0.99,840.66,842.01,841.3,8.43e-06,1.54e-05,48.003,27.161,207.033,-0.321,-168.652
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_KIP.00.LHT,21.42,-158.011,77.0,ScSScS,8.7,1.45,0.98,1843.66,1857.01,1849.3,2.99e-06,5.11e-06,48.003,27.161,207.033,-0.321,-168.652
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_KIP.00.LHT,21.42,-158.011,77.0,sScSScS,3.4,1.4,0.96,2095.85,2105.01,2101.3,2.39e-06,4.53e-06,48.003,27.161,207.033,-0.321,-168.652
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_KNTN.00.LHT,-2.774,-171.719,18.0,sScS,-1.4,1.7,0.97,1098.72,1103.02,1103.3,7.59e-06,1.1e-05,20.561,22.186,200.522,-12.442,-175.388
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_KNTN.00.LHT,-2.774,-171.719,18.0,ScSScS,9.65,1.15,0.94,1762.03,1778.02,1770.3,3.37e-06,7.15e-06,20.561,22.186,200.522,-12.442,-175.388
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_KNTN.00.LHT,-2.774,-171.719,18.0,sScSScS,3.7,1.05,0.96,2017.47,2028.02,2027.3,3.3e-06,5.91e-06,20.561,22.186,200.522,-12.442,-175.388
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_KONO.00.LHT,59.649,9.598,-124.0,SS,2.25,0.85,0.93,2363.07,2368.04,2369.3,3.39e-06,1.03e-05,141.817,352.719,13.415,48.528,170.281
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_KONO.00.LHT,59.649,9.598,-124.0,ScSScS,-0.05,2.15,0.81,2448.33,2443.04,2453.3,8.15e-07,3.8e-06,141.817,352.719,13.415,48.528,170.281
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,SS,1.0,0.7,0.94,2273.04,2272.04,2275.3,1.37e-06,6.23e-06,134.08,218.061,143.666,-55.0,99.756
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,sSS,-2.3,2.15,0.87,2488.25,2487.04,2493.3,1.74e-06,8.81e-06,134.08,218.061,143.666,-55.0,99.756
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_LSZ.00.LHT,-15.278,28.188,1200.0,sSSS,-0.35,1.45,0.81,2775.33,2783.04,2784.3,1.78e-06,8.3e-06,134.08,218.061,143.666,-55.0,99.756
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_LVC.00.LHT,-22.613,-68.911,2930.0,Sdiff,11.6,1.45,0.84,1395.56,1410.02,1399.3,8.46e-07,1.34e-06,99.027,118.94,241.479,-35.847,-124.291
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_LVC.00.LHT,-22.613,-68.911,2930.0,SS,9.35,0.75,0.87,1823.5,1831.02,1827.3,1.37e-06,3.77e-06,99.027,118.94,241.479,-35.847,-124.291
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_MAJO.00.LHT,36.546,138.204,405.0,S,0.6,1.5,0.96,1125.08,1122.02,1125.3,1.98e-06,5.48e-06,70.793,324.84,138.402,7.788,161.013
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_MBWA.00.LHT,-21.159,119.731,88.0,S,-3.9,0.5,0.99,951.2,948.03,952.3,3.8e-06,8.11e-06,56.343,258.583,103.036,-24.696,150.092
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_MBWA.00.LHT,-21.159,119.731,88.0,sScS,-7.95,0.6,0.93,1294.6,1291.03,1298.3,1.96e-06,3.55e-06,56.343,258.583,103.036,-24.696,150.092
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_MBWA.00.LHT,-21.159,119.731,88.0,sScSScS,21.4,2.1,0.86,2130.73,2143.03,2130.3,2.04e-06,2.03e-06,56.343,258.583,103.036,-24.696,150.092
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_MIDW.00.LHT,28.216,-177.37,17.0,S,-1.15,1.05,0.98,868.51,870.05,870.3,8.28e-06,1.56e-05,50.054,2.27,182.387,3.089,-178.38
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_MIDW.00.LHT,28.216,-177.37,17.0,ScS,4.85,0.75,1.0,1007.2,1013.05,1008.3,5.57e-06,9.24e-06,50.054,2.27,182.387,3.089,-178.38
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_NWAO.00.LHT,-32.928,117.239,275.0,S,-1.8,1.1,1.0,954.2,952.01,955.3,4.76e-06,8.51e-06,56.577,244.25,96.237,-31.464,150.695
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_NWAO.00.LHT,-32.928,117.239,275.0,ScS,0.8,1.0,1.0,1053.93,1054.01,1054.3,3.02e-06,5.16e-06,56.577,244.25,96.237,-31.464,150.695
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_NWAO.00.LHT,-32.928,117.239,275.0,sS,-3.95,1.45,0.94,1159.77,1157.01,1163.3,5.19e-06,8.3e-06,56.577,244.25,96.237,-31.464,150.695
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_OTAV.00.LHT,0.238,-78.451,3495.0,Sdiff,16.25,1.4,0.94,1405.89,1419.01,1408.3,6.84e-07,7.22e-07,100.269,94.016,247.672,-16.876,-126.274
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_OTAV.00.LHT,0.238,-78.451,3495.0,ScSScS,-8.75,1.1,0.86,2137.33,2136.01,2137.3,5.7e-07,8.12e-07,100.269,94.016,247.672,-16.876,-126.274
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_PAB.00.LHT,39.545,-4.35,950.0,SSS,0.65,2.1,0.82,2967.96,2980.05,2972.3,1.65e-06,1.31e-05,161.951,12.356,345.109,56.912,-156.666
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_PMSA.00.LHT,-64.774,-64.049,40.0,sScSScS,2.65,1.2,0.96,2255.04,2260.0,2257.3,1.62e-06,3.43e-06,80.286,156.94,238.2,-56.856,-151.931
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_QSPA.00.LHT,-89.929,144.438,2847.0,S,1.55,2.15,0.95,1092.75,1091.01,1095.3,2.97e-06,7.33e-06,67.955,180.045,36.239,-56.08,-179.385
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_QSPA.00.LHT,-89.929,144.438,2847.0,sS,-1.45,1.65,0.93,1308.69,1312.01,1312.3,3.23e-06,1.4e-05,67.955,180.045,36.239,-56.08,-179.385
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_QSPA.00.LHT,-89.929,144.438,2847.0,ScSScS,-18.65,1.65,0.86,1937.82,1935.01,1937.3,1.04e-06,6.23e-06,67.955,180.045,36.239,-56.08,-179.385
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_RAR.00.LHT,-21.212,-159.773,28.0,ScS,3.7,2.25,0.87,837.56,844.02,840.3,1.78e-06,3.67e-06,18.224,91.04,263.766,-21.922,-169.528
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_RSSD.00.LHT,44.121,-104.036,2087.0,ScSScS,6.55,0.6,0.96,2102.88,2111.02,2107.3,1.76e-06,5.47e-06,95.19,44.365,244.388,13.833,-147.271
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_RSSD.00.LHT,44.121,-104.036,2087.0,sScSScSScS,1.0,1.25,0.96,3183.72,3186.02,3190.3,5.05e-07,3.97e-06,95.19,44.365,244.388,13.833,-147.271
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_SBA.00.LHT,-77.849,166.757,48.0,ScSScS,8.65,1.05,0.97,1879.2,1891.0,1878.3,1.82e-06,4.3e-06,56.206,183.502,15.561,-50.137,178.095
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_SBA.00.LHT,-77.849,166.757,48.0,sScSScS,1.25,0.75,0.92,2130.12,2134.0,2130.3,1.77e-06,5.52e-06,56.206,183.502,15.561,-50.137,178.095
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_SFJD.00.LHT,66.996,-50.621,330.0,SS,-4.0,0.95,0.91,2160.71,2154.02,2163.3,3.51e-06,1.07e-05,124.81,21.849,298.289,36.313,-155.253
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_SJG.00.LHT,18.109,-66.15,420.0,SS,7.35,0.15,0.97,2071.04,2084.74,2075.3,1.98e-06,2.49e-06,117.678,80.545,254.166,-3.597,-121.655
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_SSPA.00.LHT,40.636,-77.888,170.0,Sdiff,8.75,0.65,0.98,1508.1,1519.03,1510.3,1.28e-06,1.63e-06,112.548,53.785,259.89,14.471,-135.548
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_SSPA.00.LHT,40.636,-77.888,170.0,sSdiff,3.2,1.8,0.86,1745.81,1753.03,1744.3,1.48e-06,1.69e-06,112.548,53.785,259.89,14.471,-135.548
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_TIXI.00.LHT,71.634,128.867,40.0,Sdiff,-0.05,1.1,0.96,1402.95,1403.05,1405.3,2.16e-06,3.98e-06,99.916,345.377,132.204,26.668,168.198
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_TIXI.00.LHT,71.634,128.867,40.0,sSS,-4.0,1.4,0.97,2034.83,2032.05,2039.3,1.97e-06,5.13e-06,99.916,345.377,132.204,26.668,168.198
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_TRIS.00.LHT,-37.068,-12.315,58.0,SS,10.55,1.9,0.9,2098.04,2113.01,2099.3,9.41e-07,5.27e-06,119.803,168.141,193.8,-76.674,-129.109
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_TRIS.00.LHT,-37.068,-12.315,58.0,ScSScSScS,-24.7,2.8,0.84,3069.99,3076.01,3094.3,6.51e-07,3.4e-06,119.803,168.141,193.8,-76.674,-129.109
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_TSUM.00.LHT,-19.202,17.584,1260.0,sSS,-3.0,1.4,0.92,2507.87,2506.01,2513.3,2.24e-06,9.86e-06,135.683,202.97,157.477,-68.796,95.519
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_TSUM.00.LHT,-19.202,17.584,1260.0,sScSScS,-1.0,2.45,0.89,2639.97,2662.01,2648.3,2.34e-06,5.14e-06,135.683,202.97,157.477,-68.796,95.519
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_TUC.00.LHT,32.31,-110.785,909.0,sScSScS,7.65,1.8,0.86,2283.11,2300.04,2287.3,1.72e-06,3.99e-06,84.984,52.314,240.162,6.218,-146.855
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_WAKE.00.LHT,19.283,166.652,18.0,S,-1.85,1.7,0.94,775.83,773.47,778.3,7.17e-06,1.1e-05,43.345,340.52,160.883,-1.396,173.592
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_WCI.00.LHT,38.229,-86.294,78.0,sSdiff,1.6,1.05,0.9,1688.56,1696.81,1689.3,2.37e-06,2.7e-06,105.67,54.718,254.236,11.686,-137.778
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_WCI.00.LHT,38.229,-86.294,78.0,SS,2.15,0.55,0.91,1913.79,1916.81,1916.3,1.74e-06,7.18e-06,105.67,54.718,254.236,11.686,-137.778
C200801151752A,2008-01-15T17:52:20.600000Z,-22.05,-179.34,603.3,6.51,T,IU_WVT.00.LHT,36.13,-87.83,170.0,sSdiff,3.15,0.6,0.92,1673.83,1683.01,1674.3,3.95e-06,3.58e-06,103.9,56.441,252.865,10.06,-137.609
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_BBSR.00.LHT,32.371,-64.696,-1.3,SS,-3.05,0.55,0.94,2064.67,2065.2,2074.2,6.14e-07,1.17e-06,109.549,333.455,26.551,67.864,10.322
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_CTAO.00.LHT,-20.088,146.254,320.0,SS,-14.1,1.6,0.91,1618.55,1617.05,1628.2,2.3e-07,3.99e-07,78.277,122.86,310.886,7.122,117.548
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_GRFO.00.LHT,49.691,11.22,384.0,S,-1.4,1.7,0.93,1049.78,1057.02,1056.2,5.86e-07,9.98e-07,56.202,311.391,78.161,47.347,53.952
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_GRFO.00.LHT,49.691,11.22,384.0,ScSScSScS,10.55,2.65,0.81,2894.46,2917.02,2913.2,9.82e-07,6.88e-07,56.202,311.391,78.161,47.347,53.952
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_HKT.00.LHT,29.962,-95.838,-863.0,SS,-1.0,1.25,0.9,2174.62,2178.05,2186.2,3.38e-07,9.39e-07,117.868,1.1,358.927,88.495,-133.319
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_KBS.00.LHT,78.915,11.938,87.0,S,-0.75,0.5,0.99,1036.76,1040.02,1042.2,6.66e-07,1.37e-06,55.226,346.995,99.408,58.846,73.699
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_KIEV.00.LHT,50.701,29.224,140.0,S,-4.3,1.6,0.97,888.76,886.04,895.2,8.58e-07,1.26e-06,44.625,311.407,92.049,45.03,61.597
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_KONO.00.LHT,59.649,9.598,-124.0,S,-3.05,1.75,0.97,1041.13,1043.02,1047.2,1.08e-06,1.39e-06,55.553,323.462,83.639,52.189,58.471
C200801161154A,2008-01-16T11:54:51.300000Z,32.35,85.29,12.0,5.89,T,IU_MBWA.00.LHT,-21.159,119.731,88.0,ScS,5.4,2.2,0.84,1216.45,1220.03,1229.2,6e-07,3.99e-07,62.637,143.482,327.362,5.869,103.383
